company_id,company_name,linkedin_url,website,company_type,country,hq_city,hq_region,headcount_bucket,headcount_min,headcount_max,founded_year,revenue_bucket,last_funding_type,last_funding_amount,founders,industries_or_category,domain,source,source_url,hq_regions,hq_full_address,revenue_min,revenue_max,primary_industry,description,facebook_url,twitter_url,instagram_url,last_funding_date,num_founders,cb_rank,growth_score_tier,operating_status,min_project_size,hourly_rate,rating,review_count,priority_score,notes
c0274,Operata,https://www.linkedin.com/company/operata/about,https://operata.com,B2B SaaS,AU,Melbourne,Victoria,11-50,11,50,2017.0,,Series A,"$11,000,000","Andy Scott , John Mitchem , Romilly Blackburn","Artificial Intelligence (AI) , SaaS , Software",operata.com,crunchbase,https://www.crunchbase.com/organization/operata,"Asia-Pacific (APAC) , Australasia",,,,,"Operata is customer & agent experience management for Cloud Contact Centres. We all love the flexibility and power of cloud contact call centres. But the benefits bring new complexities. The technology has moved your Agents further from your Customers than ever before. And with multiple providers, network layers, security, software, OS and more. There are more dependencies, less visibility, and next-to-no control. How do you know where to improve? That’s why there’s Operata. It’s for contact center agents, managers and the IT teams that support them. Operata collects quality data, from every agent, for every second of every call , and uses Machine Learning to continually analyse, then uses smart diagnostics to dynamically move calls, switch channels or give agents real time solutions, such as checking their headset or network connectivity, with intelligent visuals, reports, notifications and the data they need to identify and resolve issues quickly, building knowledge to improve analysis over time. It continuously improves the everyday experience for your Agents, and your customers.",,,,"Feb 9, 2026",3.0,"6,216",High,Active,,,,,3,
c0275,Dyania Health,https://www.linkedin.com/company/dyaniahealth,https://www.dyaniahealth.com,B2B SaaS,US,Jersey City,New Jersey,11-50,11,50,2019.0,,Non-equity Assistance,,"Dimitrios Iliopoulos , Eirini Schlosser","Artificial Intelligence (AI) , Clinical Trials , Electronic Health Record (EHR) , Generative AI , Health Care , Natural Language Processing , Software",dyaniahealth.com,crunchbase,https://www.crunchbase.com/organization/dyania-health,"Greater New York Area , East Coast , Northeastern US",,,,Health Care,"Dyania’s mission is to deploy their medically specialized and proprietary Synapsis AI to automate manual chart review, one of the most inefficient and time-consuming processes in modern healthcare, thereby empowering clinicians to deliver optimal care, precisely when patients need it. Dyania’s system is being used at large healthcare systems to unlock enterprise-wide clinical trial pre-screening, run automated chart review for observational studies, and automate complex registry reporting, dramatically reducing manual workloads and ensuring more accurate and timely patient care.",,,,"Feb 17, 2025",2.0,"6,223",Low,Active,,,,,3,
c0276,Branded Hospitality,https://www.linkedin.com/company/branded-ventures,http://www.brandedstrategic.com,B2B SaaS,US,New York,New York,11-50,11,50,2017.0,,Seed,"$5,000,000","Jimmy Frischling , Michael Schatzberg","B2B , Consumer Goods , Finance , Financial Services , Food and Beverage , Hospitality , Retail Technology , SaaS , Software , Venture Capital",brandedstrategic.com,crunchbase,https://www.crunchbase.com/organization/branded-strategic-advisors,"Greater New York Area , East Coast , Northeastern US",,,,,"Branded Hospitality is a dynamic investment, solutions, and media platform that focuses on driving growth and transformation within the food service and hospitality industries. With over 25 years of expertise, Branded Hospitality leverages its deep network and industry insights to connect emerging brands, cutting-edge technologies, and capital to accelerate success. The company operates through three key business lines: Venture Investments: Branded Hospitality invests in innovative technologies, emerging brands, and scalable solutions that are transforming the food service and hospitality landscape. By providing capital and strategic guidance, Branded Hospitality helps entrepreneurs and startups grow while driving industry-wide change. Solutions: Branded Hospitality works with leading corporate partners, including Toast, Pepsi, Middleby, and EcoLab, to develop tailored solutions that enhance operational efficiency, increase brand visibility, and penetrate new markets. These solutions include influencer marketing, digital storytelling, and B2B strategic partnerships designed to drive results. Media: As a media leader in the industry, Branded Hospitality creates and distributes compelling content through its award-winning podcast, The Hospitality Hangout, and other channels. The platform engages with key decision-makers, thought leaders, and innovators to foster conversation, build relationships, and amplify industry insights.",https://www.facebook.com/brandedstrategichospitality,,,"Jan 1, 2017",2.0,"6,245",Low,Active,,,,,3,
c0277,Fideo Intelligence,https://www.linkedin.com/company/fideointelligence/mycompany,https://www.fideo.ai,B2B SaaS,US,Denver,Colorado,11-50,11,50,2010.0,,Venture - Series Unknown,"$6,258,356","Bart Lorang , Dan Lynn , Travis Todd","Developer APIs , Fraud Detection , SaaS",fideo.ai,crunchbase,https://www.crunchbase.com/organization/fideo-intelligence,"Greater Denver Area , Western US",,,,,"Fideo's advanced identity verification and fraud prevention solutions are powered by one of the most comprehensive and diverse data ecosystems in the industry. Our platform integrates dynamic, real-time data to deliver a faster, more complete view of identity. Designed for efficiency and scale, Fideo delivers exceptional value—empowering organizations to reduce risk, accelerate onboarding, and stay ahead of emerging fraud.",http://www.facebook.com/fideo.ai,,,"Jun 12, 2018",3.0,"6,249",Low,Active,,,,,3,
c0278,Tamarind Bio,https://www.linkedin.com/company/tamarind-bio,https://www.tamarind.bio/,B2B SaaS,US,San Francisco,California,11-50,11,50,2024.0,,Series A,"$13,600,000","Deniz Kavi , Sherry L.","Artificial Intelligence (AI) , Machine Learning , SaaS , Software",tamarind.bio,crunchbase,https://www.crunchbase.com/organization/tamarind-bio,"San Francisco Bay Area , West Coast , Western US",,,,,Tamarind Bio is a software company that help the scientists and researchers using computational tools in biology.,,,,"Feb 24, 2026",2.0,"6,273",Low,Active,,,,,3,
c0279,Snout,https://www.linkedin.com/company/snoutplans/about,https://www.snout.com/,B2B SaaS,US,San Francisco,California,11-50,11,50,2014.0,,Debt Financing,"$100,000,000",Emily Dong,"Health Care , Software , Veterinary",snout.com,crunchbase,https://www.crunchbase.com/organization/snoutid,"San Francisco Bay Area , West Coast , Western US",,,,,"Snout is a digital platform that pays veterinary practices in real time. In 48 hours, they can have automated records retrieval processes, touch-free checkins, payment processing, and loan options for their veterinary practice. SnoutID also provides a complete medical history for their patient as well as customized, digitally signed forms. Its mission is to ensure that no pet parent ever has to make a health decision based on the amount of money in their bank account. Snout enables veterinarians to provide high-quality care to all pets.",,,,"Jan 28, 2026",1.0,"6,277",Low,Active,,,,,3,
c0280,ChargerHelp!,https://www.linkedin.com/company/chargerhelp,http://www.chargerhelp.com,B2B SaaS,US,Los Angeles,California,51-100,51,100,2020.0,,Series A,"$17,500,000","Evette Ellis , Kameale C. Terry","Charging Infrastructure , Clean Energy , CleanTech , Software",chargerhelp.com,crunchbase,https://www.crunchbase.com/organization/chargerhelp,"Greater Los Angeles Area , West Coast , Western US",,,,,"ChargerHelp! operates at the intersection of clean technology and workforce development. ChargerHelp!'s app-based dispatch and deployment system solves the industry-wide problem of down electric vehicle charging stations by providing on-demand repairs and maintenance support from trained and supported local workforces. This capability, provided at scale, is essential to support the exponential growth in EV charging infrastructure over the next decade, and it dramatically improves efficiency, turnaround time, and network availability while reducing costs across the networks. With the ChargerHelp! service offering, partner EV charging network operators can meet new service level requirements and win new EVSE contracts to meet the exponential growth in charging demands. The ChargerHelp! app is launched, technicians are in the field in its first market, and they've secured contracts with several large EVSE networks.",,,,"Feb 14, 2023",2.0,"6,282",Low,Active,,,,,3,
c0281,Harmonic.ai,https://www.linkedin.com/company/harmonicai,https://www.harmonic.ai,B2B SaaS,US,San Francisco,California,51-100,51,100,2020.0,,Series A,"$23,000,000","Ajay Sohmshetty , Kevin Joo , Maria Barsuk","Analytics , Artificial Intelligence (AI) , Business Intelligence , Database , Data Integration , Lead Generation , Machine Learning , SaaS , Sales Automation , Software",harmonic.ai,crunchbase,https://www.crunchbase.com/organization/harmonic-ai,"San Francisco Bay Area , West Coast , Western US",,,,,"Harmonic connects entrepreneurs with the resources & capital they need to drive innovation. Harmonic's data engine provides insights into startups & professionals, allowing its users to identify opportunities using fresh company information. Harmonic was established in 2020 in San Francisco, California.",,,,"Nov 6, 2022",3.0,"6,292",Low,Active,,,,,3,
c0282,Hume AI,https://www.linkedin.com/company/hume-ai,https://hume.ai,B2B SaaS,US,New York,New York,11-50,11,50,2021.0,,Series B,"$50,000,000","Alan Cowen , John Beadle","Apps , Artificial Intelligence (AI) , Information Technology , Machine Learning , Software",hume.ai,crunchbase,https://www.crunchbase.com/organization/hume-ai,"Greater New York Area , East Coast , Northeastern US",,,,Machine Learning,"Hume AI is a leading provider of emotional intelligence solutions, founded on the mission of bridging the gap between human emotions and artificial intelligence. They've developed a wide array of products including expression measurement models, text-to-speech models, voice and speech-language models that leverage cutting-edge research in psychology and machine learning. Hume AI’s technology analyzes facial expressions, voice inflections, text, and other data sources to unlock deeper insights into how people feel and engage with the world. By prioritizing scientific rigor and ethical AI practices, Hume AI works across diverse industries—from healthcare to entertainment—to enable more authentic, empathetic, and impactful interactions between humans and technology. Hume AI was founded in 2021 and is based in New York and San Jose.",,,,"Mar 25, 2024",2.0,"6,342",Low,Active,,,,,3,
c0283,Mitiga,https://www.linkedin.com/company/mitiga-io,https://www.mitiga.io,B2B SaaS,US,New York,New York,51-100,51,100,2020.0,,Series B,"$30,000,000","Ariel Parnes , Ofer Maor , Tal Mozes","Cloud Security , Cyber Security , Network Security , SaaS , Software",mitiga.io,crunchbase,https://www.crunchbase.com/organization/mitiga,"Greater New York Area , East Coast , Northeastern US",,,,,"Securing the Cloud is challenging and elusive. SaaS sprawl and expanding identity surfaces outpace traditional security tools. Preventive controls miss the mark on real-time detection. Visibility gaps grow. Attackers get in. Mitiga helps you fight back—faster. Our Cloud Detection and Response (CDR) platform accelerates response times by 90 percent and delivers full visibility across Identity, Cloud Infrastructure, SaaS and AI. Built by incident responders for incident responders, Mitiga is the only platform that connects all three layers—so you can detect threats earlier, contain lateral movement, and resolve incidents before they spread. With over 1,000 days of forensic log history and a powerful investigation workbench, Mitiga keeps your team ready to respond at any moment. No noise. No blind spots. No delay. Trusted by Fortune 500 enterprises. Easy to deploy. Designed for today’s cloud threats. Attacks will happen. What matters is how fast you bounce back.",,,,"Jan 21, 2025",3.0,"6,344",Low,Active,,,,,3,
c0284,lakeFS,https://www.linkedin.com/company/34950406/admin,https://lakefs.io/,B2B SaaS,US,Santa Monica,California,11-50,11,50,2020.0,,Series B,"$20,000,000","Einat Orr , Oz Katz","Analytics , Big Data , Information Technology , Open Source , Software",lakefs.io,crunchbase,https://www.crunchbase.com/organization/treeverse,"Greater Los Angeles Area , West Coast , Western US",,,,,"lakeFS is an open source data version control for data lakes. It enables zero copy Dev / Test isolated environments, continuous quality validation, atomic rollback on bad data, reproducibility, and more. Managing a data lake without a data version control system is error prone and labor intensive. With lakeFS, your data lake is version controlled and you can easily time-travel between consistent snapshots of the lake. lakeFS was established in January, 2020 in CA, USA",,,,"Jul 29, 2025",2.0,"6,361",Low,Active,,,,,3,
c0285,Ketryx,https://www.linkedin.com/company/ketryx,http://www.ketryx.com,B2B SaaS,US,Cambridge,Massachusetts,51-100,51,100,2021.0,,Series B,"$39,000,000","Erez Kaminski , Jan Pöschko","Artificial Intelligence (AI) , Business Process Automation (BPA) , Compliance , Medical Device , SaaS , Software",ketryx.com,crunchbase,https://www.crunchbase.com/organization/ketryx,"Greater Boston Area , East Coast , New England",,,,Artificial Intelligence (AI),"Ketryx provides an AI-powered compliance platform for regulated product development in the life sciences industry. It automates documentation generation, ensures traceability, and enforces quality management procedures. The platform integrates with tools like Jira and GitHub to generate submission-ready documents directly from active development workflows. Ketryx's AI agents detect compliance gaps, suggest actions, and automate routine processes while retaining human oversight. Ketryx helps teams in regulated industries and use their preferred tools.",,,,"Sep 4, 2025",2.0,"6,480",Low,Active,,,,,3,
c0286,Barndoor AI,https://www.linkedin.com/company/barndoor-ai,https://barndoor.ai/,B2B SaaS,US,New York,New York,11-50,11,50,2024.0,,Seed,"$13,600,000","Chris Lippi , Kirsten Spoljaric , Oren Michels , Tim Stacey","Artificial Intelligence (AI) , Data Governance , Identity Management , SaaS , Security",barndoor.ai,crunchbase,https://www.crunchbase.com/organization/barndoor-ai,"Greater New York Area , East Coast , Northeastern US",,,,,"Barndoor AI is an enterprise infrastructure firm that focuses on securing and governing AI agents. The startup positions itself as a control plane for AI agents, assisting organizations in managing how AI agents access data, systems, and resources. Barndoor provides enterprise-level access, visibility, and security for AI systems and agents via MCP connections.",https://www.facebook.com/profile.php,,,"May 19, 2025",4.0,"6,481",High,Active,,,,,3,
c0287,Medsender,https://www.linkedin.com/company/medsender,https://medsender.com,B2B SaaS,US,New York,New York,11-50,11,50,2015.0,,Series A,"$5,000,000","Ammar Khan , Zain Qayyum","Artificial Intelligence (AI) , Health Care , Medical , SaaS , Software",medsender.com,crunchbase,https://www.crunchbase.com/organization/medsender,"Greater New York Area , East Coast , Northeastern US",,,,,"Medsender is the workflow automation platform for healthcare operations. Medsender integrates with EHR systems and utilizes AI to automate administrative tasks. The company’s AI Medical Assistant®, MAIRA, revolutionizes patient communication by managing all inbound patient phone calls with accuracy and an authentic human-like voice. Medsender is trusted by thousands of professionals across the entire healthcare ecosystem – medical practices, hospitals, healthcare technology companies, and everyone in between.",https://www.facebook.com/medsender,,,"Jan 30, 2025",2.0,"6,499",Low,Active,,,,,3,
c0288,Fluxx,https://www.linkedin.com/company/fluxx,http://fluxx.io,B2B SaaS,US,San Francisco,California,51-100,51,100,2010.0,,Venture - Series Unknown,"$29,151,376","Drew Lee , Eric Hansen , Jason Ricci , Kerrin Johnson","Big Data , Enterprise Applications , Enterprise Software , Funding Platform , Information Technology , SaaS , Software",fluxx.io,crunchbase,https://www.crunchbase.com/organization/fluxx,"San Francisco Bay Area , West Coast , Western US",,,,,"Fluxx’s provides a cloud-based platform that powers impact philanthropy. It connects givers and doers, creating capacity, increasing visibility, and improving collaboration for organizations throughout the philanthropy ecosystem. The company was founded in 2010 and is headquartered in San Francisco, California.",https://www.facebook.com/fluxx.io,,,"Apr 14, 2021",4.0,"6,509",Low,Active,,,,,3,
c0289,Storj,https://www.linkedin.com/company/storjlabs,http://storj.io,B2B SaaS,US,Atlanta,Georgia,11-50,11,50,2014.0,,Initial Coin Offering,"$30,000,000","James Prestwich , Jim Lowry , John Quinn , Shawn Wilkinson","Cloud Data Services , Cloud Infrastructure , Collaborative Consumption , Software",storj.io,crunchbase,https://www.crunchbase.com/organization/storj,"Greater Atlanta Area , East Coast , Southern US",,,,,"For developers who demand ownership of their data and who want to build with confidence, Storj Decentralized Cloud Storage (DCS) is private by design and secure by default—delivering unparalleled data protection and privacy when compared to traditional centralized cloud object storage alternatives. Storj DCS offers affordable and predictable pricing, S3 compatibility, a robust library of open source technical documentation and familiar development tools—along with a vibrant community of customers—which enables developers to economically and easily learn and leverage decentralized cloud storage technology to take control of their data when building the next great application or service.",https://www.facebook.com/storjproject,,,"Jul 11, 2017",4.0,"6,517",Low,Active,,,,,3,
c0290,Rhino,https://www.linkedin.com/company/rhino-ai,https://rhino.ai,B2B SaaS,US,Washington,District of Columbia,11-50,11,50,2023.0,,Series A,"$50,000,000","Adam Branch , Harrison Touati","Artificial Intelligence (AI) , Enterprise Software , Software",rhino.ai,crunchbase,https://www.crunchbase.com/organization/rhino-22f0,"Washington DC Metro Area , Southern US",,,,Artificial Intelligence (AI),Rhino is a AI-driven development platform that enables enterprise application design.,,,,"Jan 21, 2025",2.0,"6,526",High,Active,,,,,3,
c0291,Veea,https://www.linkedin.com/company/veea,https://www.veea.com/,B2B SaaS,US,New York,New York,51-100,51,100,2014.0,,Post-IPO Equity,"$3,239,096","Allen Salmasi , Michael Salmasi","Developer Platform , Developer Tools , Embedded Systems , Enterprise Applications , Enterprise Software , Intelligent Systems , Internet of Things , PaaS , SaaS , Smart Building",veea.com,crunchbase,https://www.crunchbase.com/organization/veea-inc,"Greater New York Area , East Coast , Northeastern US",,,,,"At Veea, we're dedicated to simplifying the journey towards a smarter, more connected world via Edge Computing. Headquartered in New York City, our team combines deep expertise in content delivery, edge computing, and advanced wireless technologies. With a rich history of innovation and over 100 patents in key tech areas, Veea stands at the forefront of edge computing. We don't just provide technology solutions; but are committed to transforming connectivity from the device edge inwards, reshaping how data is processed, secured, and leveraged for a smarter future.",,,,"Aug 13, 2025",2.0,"6,538",Low,Active,,,,,3,
c0292,Kaito,https://www.linkedin.com/company/kaitoai,https://www.kaito.ai/,B2B SaaS,US,Seattle,Washington,11-50,11,50,2022.0,,Venture - Series Unknown,,Yu Hu,"Artificial Intelligence (AI) , Cryptocurrency , Information Technology , Machine Learning , Software",kaito.ai,crunchbase,https://www.crunchbase.com/organization/kaitoai,"Greater Seattle Area , West Coast , Western US",,,,,"Kaito is an AI-powered search engine for digital assets. We utilize advanced in-house AI technologies to transform terabytes of information into actionable insights for crypto investors, researchers, developers, and the general public. Our goal is to democratize information in the crypto industry.",,,,"Aug 1, 2025",1.0,"6,539",Low,Active,,,,,3,
c0293,Turnstile,https://www.linkedin.com/company/turnstile-co,https://turnstile.ai/,B2B SaaS,US,San Francisco,California,11-50,11,50,2021.0,,Series A,"$29,000,000","Jordan Zamir , Michael Babineau","FinTech , SaaS , Software",turnstile.ai,crunchbase,https://www.crunchbase.com/organization/turnstile-dba4,"San Francisco Bay Area , West Coast , Western US",,,,,"Turnstile is a quote to cash platform that helps sales led B2B SaaS companies automate quoting, billing, and revenue reporting.",,,,"Feb 5, 2026",2.0,"6,555",Low,Active,,,,,3,
c0294,Fathom,https://www.linkedin.com/company/fathom-health,https://fathomhealth.com,B2B SaaS,US,San Francisco,California,51-100,51,100,2016.0,,Venture - Series Unknown,,"Andrew Lockhart , Christopher Bockman","Artificial Intelligence (AI) , Billing , Machine Learning , Medical , Software",fathomhealth.com,crunchbase,https://www.crunchbase.com/organization/fathom-4,"San Francisco Bay Area , West Coast , Western US",,,,Medical,"Fathom develops a coding automation platform that uses artificial intelligence to automatically review incoming charts and offers full-service coding services and comprehensive real-time audits, enabling medical operators to automate their coding and optimize their business.",https://www.facebook.com/fathomhealth,,,"May 4, 2026",2.0,"6,581",Low,Active,,,,,3,
c0295,Light Field Lab,https://www.linkedin.com/company/18012509,http://www.lightfieldlab.com,B2B SaaS,US,San Jose,California,11-50,11,50,2017.0,,Venture - Series Unknown,,"Brendan Bevensee , Ed Ibe , Jon Karafin","Digital Entertainment , Film , Hardware , Industrial Design , Information Technology , Media and Entertainment , Software",lightfieldlab.com,crunchbase,https://www.crunchbase.com/organization/light-field-lab-inc,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"Light Field Lab is a breakthrough technology startup that builds an innovative holographic ecosystem. It re-creates what optical physics calls a real image for off-screen projected objects by generating a massive number of viewing angles that correctly change with the point of view and location just like in the real world. They enable entirely new business opportunities across consumer and enterprise markets. The company was founded in 2017 by Jon Karafin, Brendan Bevensee, and Ed Ibe, with the single mission to enable a holographic future by building upon the founders’ collective expertise of light field technology innovation. Based in San Jose, CA, Light Field Lab is backed by top-tier venture firms including Khosla Ventures.",https://www.facebook.com/lightfieldlab,,,"Aug 31, 2026",3.0,"6,592",Low,Active,,,,,3,
c0296,BeyondTrucks,https://www.linkedin.com/company/beyondtrucks,https://www.beyondtrucks.com,B2B SaaS,US,San Mateo,California,51-100,51,100,2019.0,,Series A,,"Hans Galland , Paul Xie","Finance , Fleet Management , Logistics , Operating Systems , SaaS , Transportation",beyondtrucks.com,crunchbase,https://www.crunchbase.com/organization/beyondtrucks,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"BeyondTrucks is redefining real-time operations of large private and specialty fleets with a configurable and connected platform for process automation and optimization. Fleets turn to BeyondTrucks to replace legacy software and analog methods to become more efficient and make better decisions. BeyondTrucks is a deeply transformational technology for an industry that has traditionally taken time to adopt innovation, but has arrived at a technological inflection point.",https://www.facebook.com/BeyondTrucks,,,"Sep 30, 2024",2.0,"6,603",Low,Active,,,,,3,
c0297,JetStream Software,https://www.linkedin.com/company/jetstream-software-inc/about,https://www.jetstreamsoft.com/,B2B SaaS,US,San Jose,California,11-50,11,50,2016.0,,Series A,"$7,700,000","Richard Petersen , Serge Shats , Tom Critser","Data Management , Internet , Software",jetstreamsoft.com,crunchbase,https://www.crunchbase.com/organization/jetstream-software,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"We founded JetStream Software in 2016 to realize a vision of cloud computing with greater agility, resilience, efficiency and performance. Our team collaborates with leading technology developers and cloud service providers to deliver new solutions that precisely address the requirements of a true cloud-native infrastructure.",,,,"May 28, 2019",3.0,"6,608",Low,Active,,,,,3,
c0298,JustPaid,https://www.linkedin.com/company/justpaid,https://www.justpaid.ai,B2B SaaS,US,Mountain View,California,11-50,11,50,2022.0,,Venture - Series Unknown,"$1,900,000","Anelya Grant Janssen , Daniel Kivatinos , Vinay Datta Pinnaka","Artificial Intelligence (AI) , Financial Services , Software",justpaid.ai,crunchbase,https://www.crunchbase.com/organization/justpaid-0e67,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"The JustPaid platform comprehends, structures, and arranges contracts such as MSAs, POs, order forms, side letters, emails, modifications, and renewals to automate the whole receivables lifecycle, providing a centralized experience to automate and manage customer revenue. The company is based in Silicon Valley, United States.",,,,"Nov 19, 2024",3.0,"6,614",Low,Active,,,,,3,
c0299,ARwall,https://www.linkedin.com/company/arwallco,http://arwall.co,B2B SaaS,US,Los Angeles,California,11-50,11,50,2017.0,,Seed,"$980,000","Eric Navarrette , Jocelyn Hsu Amador , Leon Hui , Rene Amador , William Hellwarth","Artificial Intelligence (AI) , Computer Vision , Consulting , E-Commerce , Film Production , Generative AI , Media and Entertainment , Software , TV Production",arwall.co,crunchbase,https://www.crunchbase.com/organization/arwall,"Greater Los Angeles Area , West Coast , Western US",,,,,"ARwall provides AI & XR content production solutions that are simple, fast, and affordable. We're building studio-quality virtual production tools for 500 million creators on desktop and mobile, with a scalable platform and ecosystem model utilizing SaaS, multi-tier subscription, digital product sales, and ecommerce. We started almost 10 years ago as a prestige tech consultancy that patented and has top domain expertise on an alternative to green screen VFX called In-Camera XR Virtual Production or LED Volumes. Our patented invention, ARFX, combines mixed reality, augmented reality, and genAI environments with multi-user support so a team can split the roles of running a production on an LED volume, or alternatively a single creator can shoot and control a complete project in their living room using their smartphone and 4KTV nearly by themselves. It's this extreme level of flexibility and power that changes the paradigm for creators. Our new method is highly automated, and unlike prior tools built for technicians, ours is built for content creators to use directly.​ 8 years ago, we were the first movers in this tech with a mission to free it from the Hollywood labs. We succeeded, first by patenting and bringing to market XR SYNC our foundational 1-click calibration method, and our startup exceeded all expectations. We've shipped 16 software titles, have been awarded 5 patents with 2 more pending, deployed over 150 in-camera XR filmmaking systems; and won an Emmy, Product of the Year awards, and now developed a ground-breaking AI/XR hybrid ecosystem that represents the future of content production for both professional shoots and the creator economy.​ In 2024 and 2025, ARwall won the AI Product of the Year from the National Association of Broadcasters (the trade group composed of TV leadership) two years in a row, becoming the first company to ever do so.",https://www.facebook.com/arwallco,,,"Oct 8, 2021",5.0,"6,629",Low,Active,,,,,3,
c0300,Miter,https://www.linkedin.com/company/miterhr,https://www.miter.com,B2B SaaS,US,San Francisco,California,51-100,51,100,2021.0,,Series B,"$50,000,000","Connor Watumull , Tobin Paxton","Construction , Human Resources , Software",miter.com,crunchbase,https://www.crunchbase.com/organization/miter-057c,"San Francisco Bay Area , West Coast , Western US",,,,,"Miter provides a human capital management, field operations, and expense management platform for the construction industry. Miter's software streamlines processes such as hiring, payroll, and compliance, providing construction firms with the tools needed to attract and retain talent.",,,,"Jul 19, 2025",2.0,"6,643",Low,Active,,,,,3,
c0301,IONATE,https://uk.linkedin.com/company/ionate-energy,https://www.ionate.energy,B2B SaaS,UK,Edinburgh,Edinburgh,11-50,11,50,2019.0,,Series A,"$17,000,000","Deshawn O'Neill , Luca Mezossy-Dona , Matthew Williams , Roberto Ricci","Artificial Intelligence (AI) , Electrical Distribution , Energy , Power Grid , Software",ionate.energy,crunchbase,https://www.crunchbase.com/organization/ionate-ltd,"Europe, Middle East, and Africa (EMEA)",,,,,"IONATE is creating the hardware-software system for smart grids. Its Hybrid Intelligent Transformer (HIT) replaces traditional transformers with a smart version, integrating data and control of voltages, harmonics, and reactive power into one unit. The HIT helps stabilize power distribution across grids, power generation, industrial facilities, and data centers, while also supporting real-time control nodes.",,,,"Feb 5, 2025",4.0,"6,686",Low,Active,,,,,3,
c0302,Near Space Labs,https://www.linkedin.com/company/near-space,https://www.nearspacelabs.com,B2B SaaS,US,Brooklyn,New York,11-50,11,50,2017.0,,Series B,"$20,000,000","Albert Domingo , Ignasi Faura , Rema Matevosyan","Aerospace , Computer Vision , Geospatial , Robotics , Software",nearspacelabs.com,crunchbase,https://www.crunchbase.com/organization/near-space-labs,"Greater New York Area , East Coast , Northeastern US",,,,,"Near Space Labs provides aerial imagery and earth observation services through a fleet of stratospheric robots. These robots capture high-resolution images, offering valuable insights for various industries. The company focuses on delivering timely and detailed data that supports applications such as construction monitoring, environmental assessments, and business intelligence. By utilizing zero-emission technology, Near Space Labs emphasizes sustainability while meeting the needs of its clients. The imagery produced has a resolution of 7 cm, enabling precise analysis and decision-making for sales teams and other professionals.",https://www.facebook.com/nearspacelabs,,,"Apr 29, 2025",3.0,"6,688",Low,Active,,,,,3,
c0303,equipifi,https://www.linkedin.com/company/equipifi,http://www.equipifi.com,B2B SaaS,US,Scottsdale,Arizona,11-50,11,50,2021.0,,Series B,"$34,000,000",Bryce Deeney,"Finance , Financial Services , FinTech , Mobile Payments , SaaS , Software",equipifi.com,crunchbase,https://www.crunchbase.com/organization/equipifi,"Greater Phoenix Area , Western US",,,,,"equipifi provides buy now, pay later software for financial institutions. The company offers embedded payment and installment lending tools that integrate with digital banking platforms and core banking systems. Its platform enables banks and credit unions to provide pre-qualified financing offers, split-payment options, and short-term installment loans through existing checking accounts and debit cards. equipifi also provides loan management, risk configuration, reporting, and customer engagement tools to support digital payment and lending programs.",,,,"May 14, 2026",1.0,"6,695",Low,Active,,,,,3,
c0304,Centari,https://www.linkedin.com/company/centariapp,https://www.centari.com/,B2B SaaS,US,New York,New York,11-50,11,50,2023.0,,Series A,"$14,000,000","Bryan Gilbert Davis , Kevin Walker","Artificial Intelligence (AI) , Knowledge Management , Legal Tech , Software",centari.com,crunchbase,https://www.crunchbase.com/organization/centari,"Greater New York Area , East Coast , Northeastern US",,,,Artificial Intelligence (AI),"Centari is the platform for Deal Intelligence, combining secure LLMs with trusted precedent to accelerate transactions.",,,,"Sep 18, 2025",2.0,"6,702",Low,Active,,,,,3,
c0305,Robust.AI,https://www.linkedin.com/company/robust-ai,https://robust.ai,B2B SaaS,US,San Carlos,California,11-50,11,50,2019.0,,Series A,"$20,000,000","Anthony Jules , Gary Marcus , Henrik Christensen , Mohamed Amer , Rodney Brooks","Artificial Intelligence (AI) , Robotics , Software , Warehouse Automation",robust.ai,crunchbase,https://www.crunchbase.com/organization/robust-ai,"San Francisco Bay Area , Silicon Valley , West Coast",,,,Artificial Intelligence (AI),"Robust.AI has unveiled its first software suite product, Grace, as well as a hardware product concept, Carter. Grace and Carter combine AI, robotics, and human-centered design to improve the way people and robots interact and work together. These technologies will be applied to the warehousing industry where more than 80% of warehouses operate without any automation, while labor shortages continue to wreak havoc on the global supply chain. Robust.AI was established on May 17, 2019 by Anthony Jules in San Carlos, California.",,,,"Apr 20, 2023",5.0,"6,707",Low,Active,,,,,3,
c0306,ServiceUp,https://www.linkedin.com/company/serviceupio,https://serviceup.com,B2B SaaS,US,Los Gatos,California,51-100,51,100,2020.0,,Series B,"$55,000,000","Brett Carlson , Brett Dashe , Jaclyn Imani , Javier Muniz","Automotive , Business Process Automation (BPA) , Fleet Management , SaaS , Service Industry",serviceup.com,crunchbase,https://www.crunchbase.com/organization/serviceup,"San Francisco Bay Area , Silicon Valley , West Coast",,,,,"ServiceUp provides an all-in-one platform designed to streamline and automate vehicle repair management. Its services cater to fleets and insurance carriers, offering features for collision, maintenance, and mechanical repairs. The platform centralizes workflows, provides live repair tracking, and aims to reduce repair cycle times.",https://www.facebook.com/ServiceUpio,,,"Jul 9, 2025",4.0,"6,708",Low,Active,,,,,3,
